"No.","Time","Source","Destination","Protocol","Length","Delay since first TCP frame in stream","Delay since previous TCP frame in stream","Info"
"218","31.025133637","127.0.0.1","127.0.0.1","TCP","66","31.025133637","0.000147500","53130  >  8822 [ACK] Seq=1685394 Ack=6345 Win=65536 Len=0 TSval=3015768509 TSecr=3015768508"
"219","32.019194008","127.0.0.1","127.0.0.1","HTTP2","52715","32.019194008","0.994060371","DATA[65], DATA[65], DATA[65], DATA[65], DATA[65]"
"220","32.021671957","127.0.0.1","127.0.0.1","HTTP2","114","32.021671957","0.002477949","WINDOW_UPDATE[0], WINDOW_UPDATE[65]"
"221","32.023575937","127.0.0.1","127.0.0.1","HTTP2","100","32.023575937","0.001903980","HEADERS[65]: 201 Created"
"222","32.023760994","127.0.0.1","127.0.0.1","TCP","66","32.023760994","0.000185057","53130  >  8822 [ACK] Seq=1738043 Ack=6427 Win=65536 Len=0 TSval=3015769508 TSecr=3015769506"
"223","33.017796911","127.0.0.1","127.0.0.1","HTTP2","45978","33.017796911","0.994035917","DATA[67], DATA[67], DATA[67]"
"224","33.018519757","127.0.0.1","127.0.0.1","HTTP2","101","33.018519757","0.000722846","WINDOW_UPDATE[0]"
"225","33.018754735","127.0.0.1","127.0.0.1","HTTP2","101","33.018754735","0.000234978","WINDOW_UPDATE[67]"
"226","33.019152810","127.0.0.1","127.0.0.1","TCP","66","33.019152810","0.000398075","53130  >  8822 [ACK] Seq=1783955 Ack=6497 Win=65536 Len=0 TSval=3015770503 TSecr=3015770503"
"227","33.019309560","127.0.0.1","127.0.0.1","HTTP2","6803","33.019309560","0.000156750","DATA[67], DATA[67] (JPEG JFIF image)"
"228","33.019783653","127.0.0.1","127.0.0.1","HTTP2","101","33.019783653","0.000474093","WINDOW_UPDATE[0]"
"229","33.020607519","127.0.0.1","127.0.0.1","HTTP2","100","33.020607519","0.000823866","HEADERS[67]: 201 Created"
"230","33.020678496","127.0.0.1","127.0.0.1","TCP","66","33.020678496","0.000070977","53130  >  8822 [ACK] Seq=1790692 Ack=6566 Win=65536 Len=0 TSval=3015770505 TSecr=3015770504"
"231","34.019049053","127.0.0.1","127.0.0.1","HTTP2","52715","34.019049053","0.998370557","DATA[69], DATA[69], DATA[69], DATA[69], DATA[69]"
"232","34.021518367","127.0.0.1","127.0.0.1","HTTP2","114","34.021518367","0.002469314","WINDOW_UPDATE[0], WINDOW_UPDATE[69]"
"233","34.023287226","127.0.0.1","127.0.0.1","HTTP2","100","34.023287226","0.001768859","HEADERS[69]: 201 Created"
"234","34.023383882","127.0.0.1","127.0.0.1","TCP","66","34.023383882","0.000096656","53130  >  8822 [ACK] Seq=1843341 Ack=6648 Win=65536 Len=0 TSval=3015771507 TSecr=3015771506"
"235","35.023764150","127.0.0.1","127.0.0.1","HTTP2","45978","35.023764150","1.000380268","DATA[71], DATA[71], DATA[71]"
"236","35.025409266","127.0.0.1","127.0.0.1","HTTP2","101","35.025409266","0.001645116","WINDOW_UPDATE[0]"
"237","35.025867654","127.0.0.1","127.0.0.1","HTTP2","101","35.025867654","0.000458388","WINDOW_UPDATE[71]"
"238","35.026801303","127.0.0.1","127.0.0.1","TCP","66","35.026801303","0.000933649","53130  >  8822 [ACK] Seq=1889253 Ack=6718 Win=65536 Len=0 TSval=3015772511 TSecr=3015772509"
"239","35.027094648","127.0.0.1","127.0.0.1","HTTP2","6803","35.027094648","0.000293345","DATA[71], DATA[71] (JPEG JFIF image)"
"240","35.027496758","127.0.0.1","127.0.0.1","HTTP2","101","35.027496758","0.000402110","WINDOW_UPDATE[0]"
"241","35.028113404","127.0.0.1","127.0.0.1","HTTP2","100","35.028113404","0.000616646","HEADERS[71]: 201 Created"
"242","35.028180759","127.0.0.1","127.0.0.1","TCP","66","35.028180759","0.000067355","53130  >  8822 [ACK] Seq=1895990 Ack=6787 Win=65536 Len=0 TSval=3015772512 TSecr=3015772512"
"243","36.018752535","127.0.0.1","127.0.0.1","HTTP2","52715","36.018752535","0.990571776","DATA[73], DATA[73], DATA[73], DATA[73], DATA[73]"
"244","36.020973514","127.0.0.1","127.0.0.1","HTTP2","114","36.020973514","0.002220979","WINDOW_UPDATE[0], WINDOW_UPDATE[73]"
"245","36.022678933","127.0.0.1","127.0.0.1","HTTP2","100","36.022678933","0.001705419","HEADERS[73]: 201 Created"
"246","36.022848968","127.0.0.1","127.0.0.1","TCP","66","36.022848968","0.000170035","53130  >  8822 [ACK] Seq=1948639 Ack=6869 Win=65536 Len=0 TSval=3015773507 TSecr=3015773505"
"247","37.020650475","127.0.0.1","127.0.0.1","HTTP2","45978","37.020650475","0.997801507","DATA[75], DATA[75], DATA[75]"
"248","37.023181744","127.0.0.1","127.0.0.1","HTTP2","101","37.023181744","0.002531269","WINDOW_UPDATE[0]"
"249","37.023951485","127.0.0.1","127.0.0.1","HTTP2","101","37.023951485","0.000769741","WINDOW_UPDATE[75]"
"250","37.024617439","127.0.0.1","127.0.0.1","TCP","66","37.024617439","0.000665954","53130  >  8822 [ACK] Seq=1994551 Ack=6939 Win=65536 Len=0 TSval=3015774509 TSecr=3015774507"
"251","37.024969403","127.0.0.1","127.0.0.1","HTTP2","6803","37.024969403","0.000351964","DATA[75], DATA[75] (JPEG JFIF image)"
"252","37.025622646","127.0.0.1","127.0.0.1","HTTP2","101","37.025622646","0.000653243","WINDOW_UPDATE[0]"
"253","37.026821405","127.0.0.1","127.0.0.1","HTTP2","100","37.026821405","0.001198759","HEADERS[75]: 201 Created"
"254","37.026928080","127.0.0.1","127.0.0.1","TCP","66","37.026928080","0.000106675","53130  >  8822 [ACK] Seq=2001288 Ack=7008 Win=65536 Len=0 TSval=3015774511 TSecr=3015774510"
"255","38.019027620","127.0.0.1","127.0.0.1","HTTP2","52715","38.019027620","0.992099540","DATA[77], DATA[77], DATA[77], DATA[77], DATA[77]"
"256","38.021106900","127.0.0.1","127.0.0.1","HTTP2","114","38.021106900","0.002079280","WINDOW_UPDATE[0], WINDOW_UPDATE[77]"
"257","38.022812746","127.0.0.1","127.0.0.1","HTTP2","100","38.022812746","0.001705846","HEADERS[77]: 201 Created"
"258","38.022991349","127.0.0.1","127.0.0.1","TCP","66","38.022991349","0.000178603","53130  >  8822 [ACK] Seq=2053937 Ack=7090 Win=65536 Len=0 TSval=3015775507 TSecr=3015775505"
"259","39.018343466","127.0.0.1","127.0.0.1","HTTP2","45978","39.018343466","0.995352117","DATA[79], DATA[79], DATA[79]"
"260","39.020801503","127.0.0.1","127.0.0.1","HTTP2","101","39.020801503","0.002458037","WINDOW_UPDATE[0]"
"261","39.021559593","127.0.0.1","127.0.0.1","HTTP2","101","39.021559593","0.000758090","WINDOW_UPDATE[79]"
"262","39.022406187","127.0.0.1","127.0.0.1","TCP","66","39.022406187","0.000846594","53130  >  8822 [ACK] Seq=2099849 Ack=7160 Win=65536 Len=0 TSval=3015776506 TSecr=3015776505"
"263","39.022852913","127.0.0.1","127.0.0.1","HTTP2","6803","39.022852913","0.000446726","DATA[79], DATA[79] (JPEG JFIF image)"
"264","39.023575130","127.0.0.1","127.0.0.1","HTTP2","101","39.023575130","0.000722217","WINDOW_UPDATE[0]"
"265","39.024870494","127.0.0.1","127.0.0.1","HTTP2","100","39.024870494","0.001295364","HEADERS[79]: 201 Created"
"266","39.025066467","127.0.0.1","127.0.0.1","TCP","66","39.025066467","0.000195973","53130  >  8822 [ACK] Seq=2106586 Ack=7229 Win=65536 Len=0 TSval=3015776509 TSecr=3015776508"
"267","39.427618906","127.0.0.1","127.0.0.1","TCP","66","39.427618906","0.402552439","53130  >  8822 [FIN, ACK] Seq=2106586 Ack=7229 Win=65536 Len=0 TSval=3015776912 TSecr=3015776508"
"268","39.428168459","127.0.0.1","127.0.0.1","TCP","66","39.428168459","0.000549553","8822  >  53130 [FIN, ACK] Seq=7229 Ack=2106587 Win=2223104 Len=0 TSval=3015776912 TSecr=3015776912"
"269","39.428196108","127.0.0.1","127.0.0.1","TCP","66","39.428196108","0.000027649","53130  >  8822 [ACK] Seq=2106587 Ack=7230 Win=65536 Len=0 TSval=3015776912 TSecr=3015776912"
"270","45.878142474","127.0.0.1","127.0.0.1","UDP","86","","","57621  >  57621 Len=44"
